date,open,high,low,close,volume
2022-08-01 03:00:00+00:00,0.9999,1.0,0.9998,0.9998,469.66293
2022-08-01 04:00:00+00:00,0.9998,1.0,0.9998,0.9998,100278.82024
2022-08-01 05:00:00+00:00,0.9998,1.0,0.9997,0.9999,42163.94559
2022-08-01 06:00:00+00:00,0.9999,1.0,0.9998,1.0,38651.4711
2022-08-01 07:00:00+00:00,1.0,1.0,1.0,1.0,31648.1
2022-08-01 08:00:00+00:00,1.0,1.0001,1.0,1.0001,2131.09985
2022-08-01 09:00:00+00:00,1.0001,1.0001,1.0,1.0001,2198.42
2022-08-01 10:00:00+00:00,1.0001,1.0001,1.0,1.0,15830.46044
2022-08-01 11:00:00+00:00,1.0,1.0,0.9999,1.0,7802.99967
2022-08-01 12:00:00+00:00,1.0,1.0,0.9999,0.9999,838.21617
2022-08-01 13:00:00+00:00,0.9999,1.0,0.9999,1.0,8838.14097
2022-08-01 14:00:00+00:00,1.0,1.0,0.9998,1.0,10824.45066
2022-08-01 15:00:00+00:00,1.0,1.0,0.9999,0.9999,2246.79093
2022-08-01 16:00:00+00:00,0.9999,1.0,0.9998,1.0,2916.30745
2022-08-01 17:00:00+00:00,1.0,1.0,0.9998,0.9999,16656.59913
2022-08-01 18:00:00+00:00,0.9999,1.0,0.9998,0.9998,695.92611
2022-08-01 19:00:00+00:00,0.9998,1.0,0.9998,0.9998,1446.97162
2022-08-01 20:00:00+00:00,0.9998,1.0,0.9998,1.0,6108.01558
2022-08-01 21:00:00+00:00,1.0,1.0,0.9999,1.0,16267.70983
2022-08-01 22:00:00+00:00,1.0,1.0,0.9998,0.9998,14309.9789
2022-08-01 23:00:00+00:00,0.9998,1.0,0.9998,1.0,175676.3998
2022-08-02 00:00:00+00:00,1.0,1.0,0.9998,1.0,2695.56778
2022-08-02 01:00:00+00:00,1.0,1.0,0.9998,0.9998,3602.26528
2022-08-02 02:00:00+00:00,0.9998,1.0,0.9998,1.0,8209.27358
2022-08-02 03:00:00+00:00,1.0,1.0,0.9998,0.9998,6534.43672
2022-08-02 04:00:00+00:00,0.9998,1.0,0.9998,0.9998,15300.80096
2022-08-02 05:00:00+00:00,0.9998,1.0,0.9998,0.9998,171.66568
2022-08-02 06:00:00+00:00,0.9998,1.0,0.9998,0.9998,1533.70068
2022-08-02 07:00:00+00:00,0.9998,0.9999,0.9997,0.9998,410514.38862
2022-08-02 08:00:00+00:00,0.9998,0.9999,0.9998,0.9999,1971.72558
2022-08-02 09:00:00+00:00,0.9999,0.9999,0.9985,0.999,372974.65785
2022-08-02 10:00:00+00:00,0.999,0.999,0.999,0.999,51612.0363
2022-08-02 11:00:00+00:00,0.999,0.999,0.9989,0.999,66685.79957
2022-08-02 12:00:00+00:00,0.999,0.999,0.9989,0.999,359478.96435
2022-08-02 13:00:00+00:00,0.999,0.9995,0.999,0.9995,347728.2267
2022-08-02 14:00:00+00:00,0.9995,0.9998,0.9995,0.9998,36805.36478
2022-08-02 15:00:00+00:00,0.9998,0.9998,0.9997,0.9998,1555.28236
2022-08-02 16:00:00+00:00,0.9998,1.0,0.9998,0.9999,208098.91568
2022-08-02 17:00:00+00:00,0.9999,1.0,0.9999,0.9999,4613.43863
2022-08-02 18:00:00+00:00,0.9999,1.0,0.9999,0.9999,200722.22777
2022-08-02 19:00:00+00:00,0.9999,1.0,0.9999,0.9999,1701.9298
2022-08-02 20:00:00+00:00,0.9999,0.9999,0.9999,0.9999,1727.02728
2022-08-02 21:00:00+00:00,0.9999,1.0,0.9999,0.9999,1160.07875
2022-08-02 22:00:00+00:00,0.9999,1.0,0.9999,1.0,4062.40304
2022-08-02 23:00:00+00:00,1.0,1.0,0.9999,0.9999,12563.3377
2022-08-03 00:00:00+00:00,0.9999,0.9999,0.9998,0.9998,172777.28859
2022-08-03 01:00:00+00:00,0.9998,1.0,0.9997,0.9998,402449.80474
2022-08-03 02:00:00+00:00,0.9998,0.9998,0.9998,0.9998,2076.28466
2022-08-03 03:00:00+00:00,0.9998,1.0,0.9998,0.9998,277.68032
2022-08-03 04:00:00+00:00,0.9998,1.0,0.9998,1.0,10122.6857
2022-08-03 05:00:00+00:00,1.0,1.0,0.9998,0.9998,1266.78662
2022-08-03 06:00:00+00:00,0.9998,1.0,0.9998,1.0,54.69108
2022-08-03 07:00:00+00:00,1.0,1.0,1.0,1.0,0.1
2022-08-03 08:00:00+00:00,1.0,1.0,0.9998,1.0,1012.09424
2022-08-03 09:00:00+00:00,1.0,1.0,1.0,1.0,269.3
2022-08-03 10:00:00+00:00,1.0,1.0,0.9998,0.9998,3747.81032
2022-08-03 11:00:00+00:00,0.9998,1.0,0.9998,0.9998,5476.52358
2022-08-03 12:00:00+00:00,0.9998,0.9999,0.9998,0.9999,15853.86372
2022-08-03 13:00:00+00:00,0.9999,0.9999,0.9998,0.9998,7210.13179
2022-08-03 14:00:00+00:00,0.9998,0.9999,0.9998,0.9999,9140.61973
2022-08-03 15:00:00+00:00,0.9999,0.9999,0.9998,0.9998,18247.49978
2022-08-03 16:00:00+00:00,0.9998,1.0,0.9998,0.9998,86596.24153
2022-08-03 17:00:00+00:00,0.9998,1.0,0.9998,0.9998,5915.66302
2022-08-03 18:00:00+00:00,0.9998,1.0,0.9997,0.9998,208993.10167
2022-08-03 19:00:00+00:00,0.9998,0.9998,0.9997,0.9998,2020.7751
2022-08-03 20:00:00+00:00,0.9998,0.9998,0.9997,0.9997,4709.82665
2022-08-03 21:00:00+00:00,0.9997,0.9998,0.9997,0.9998,2820.1737
2022-08-03 22:00:00+00:00,0.9998,0.9998,0.9997,0.9997,2625.73906
2022-08-03 23:00:00+00:00,0.9997,0.9998,0.9997,0.9997,3316.92463
2022-08-04 00:00:00+00:00,0.9997,1.0,0.9997,0.9999,7196.39177
2022-08-04 01:00:00+00:00,0.9999,1.0,0.9999,1.0,2837.6
2022-08-04 02:00:00+00:00,1.0,1.0,0.9998,1.0,3803.53885
2022-08-04 03:00:00+00:00,1.0,1.0,0.9998,0.9998,5334.23296
2022-08-04 04:00:00+00:00,0.9998,1.0,0.9998,1.0,7486.57766
2022-08-04 05:00:00+00:00,1.0,1.0,0.9998,0.9998,4895.99654
2022-08-04 06:00:00+00:00,0.9998,1.0,0.9998,0.9998,108489.86108
2022-08-04 07:00:00+00:00,0.9998,1.0,0.9998,1.0,124791.51148
2022-08-04 08:00:00+00:00,1.0,1.0,0.9998,0.9998,30887.72124
2022-08-04 09:00:00+00:00,0.9998,1.0,0.9998,0.9998,2388.82216
2022-08-04 10:00:00+00:00,0.9998,1.0,0.9998,1.0,1940.1266
2022-08-04 11:00:00+00:00,1.0,1.0,0.9998,0.9998,17971.10506
2022-08-04 12:00:00+00:00,0.9998,0.9998,0.9998,0.9998,46462.40566
2022-08-04 13:00:00+00:00,0.9998,0.9999,0.9998,0.9999,4306.05866
2022-08-04 14:00:00+00:00,0.9999,0.9999,0.9998,0.9998,41374.95884
2022-08-04 15:00:00+00:00,0.9998,0.9999,0.9998,0.9998,4062.52734
2022-08-04 16:00:00+00:00,0.9998,0.9999,0.9998,0.9998,31252.07739
2022-08-04 17:00:00+00:00,0.9998,0.9999,0.9998,0.9998,8996.12042
2022-08-04 18:00:00+00:00,0.9998,0.9998,0.9998,0.9998,591.48168
2022-08-04 19:00:00+00:00,0.9998,0.9999,0.9998,0.9998,166671.37907
2022-08-04 20:00:00+00:00,0.9998,0.9999,0.9998,0.9999,86.9913
2022-08-04 21:00:00+00:00,0.9999,0.9999,0.9998,0.9998,119.07967
2022-08-04 22:00:00+00:00,0.9998,0.9999,0.9998,0.9998,21479.62322
2022-08-04 23:00:00+00:00,0.9998,0.9999,0.9998,0.9998,5777.98602
2022-08-05 00:00:00+00:00,0.9998,0.9999,0.9998,0.9998,6687.9136
2022-08-05 01:00:00+00:00,0.9998,0.9999,0.9998,0.9999,7075.01359
2022-08-05 02:00:00+00:00,0.9999,0.9999,0.9998,0.9999,9652.65417
2022-08-05 03:00:00+00:00,0.9999,0.9999,0.9998,0.9999,29104.08222
2022-08-05 04:00:00+00:00,0.9999,0.9999,0.9998,0.9998,24128.47358
2022-08-05 05:00:00+00:00,0.9998,1.0,0.9998,1.0,2195.0
2022-08-05 06:00:00+00:00,1.0,1.0,0.9999,1.0,30818.2999
2022-08-05 07:00:00+00:00,1.0,1.0,1.0,1.0,100.2
2022-08-05 08:00:00+00:00,1.0,1.0,0.9999,1.0,895.44905
2022-08-05 09:00:00+00:00,1.0,1.0,0.9999,1.0,1400.09999
2022-08-05 10:00:00+00:00,1.0,1.0,0.9999,0.9999,492.67672
2022-08-05 11:00:00+00:00,0.9999,1.0,0.9999,0.9999,38141.01149
2022-08-05 12:00:00+00:00,0.9999,1.0,0.9998,1.0,162269.33814
2022-08-05 13:00:00+00:00,1.0,1.0,0.9998,0.9999,4189.7441
2022-08-05 14:00:00+00:00,0.9999,0.9999,0.9999,0.9999,4119.88797
2022-08-05 15:00:00+00:00,0.9999,0.9999,0.9998,0.9998,2318.7254
2022-08-05 16:00:00+00:00,0.9998,0.9998,0.9998,0.9998,314.03718
2022-08-05 17:00:00+00:00,0.9998,0.9999,0.9998,0.9998,2203.17218
2022-08-05 18:00:00+00:00,0.9998,0.9999,0.9998,0.9999,980.74102
2022-08-05 19:00:00+00:00,0.9999,1.0,0.9998,0.9999,6269.17981
2022-08-05 20:00:00+00:00,0.9999,1.0,0.9999,1.0,12985.8
2022-08-05 21:00:00+00:00,1.0,1.0,0.9999,0.9999,18843.30289
2022-08-05 22:00:00+00:00,0.9999,1.0,0.9999,1.0,2417.2
2022-08-05 23:00:00+00:00,1.0,1.0,1.0,1.0,3825.0
2022-08-06 00:00:00+00:00,1.0,1.0,1.0,1.0,1822.2
2022-08-06 01:00:00+00:00,1.0,1.0,1.0,1.0,2311.6
2022-08-06 02:00:00+00:00,1.0,1.0,0.9998,0.9998,809.60091
2022-08-06 03:00:00+00:00,0.9998,0.9999,0.9998,0.9999,4609.9599
2022-08-06 04:00:00+00:00,0.9999,0.9999,0.9998,0.9999,524.24243
2022-08-06 05:00:00+00:00,0.9999,0.9999,0.9998,0.9998,1578.38426
2022-08-06 06:00:00+00:00,0.9998,1.0,0.9998,0.9998,7012.19734
2022-08-06 07:00:00+00:00,0.9998,1.0,0.9998,0.9999,6511.92568
2022-08-06 08:00:00+00:00,0.9999,0.9999,0.9998,0.9999,264.14716
2022-08-06 09:00:00+00:00,0.9999,0.9999,0.9997,0.9998,875308.87596
2022-08-06 10:00:00+00:00,0.9998,0.9999,0.9998,0.9998,838.45238
2022-08-06 11:00:00+00:00,0.9998,0.9999,0.9998,0.9998,4425.13607
2022-08-06 12:00:00+00:00,0.9998,0.9999,0.9998,0.9999,268.25585
2022-08-06 13:00:00+00:00,0.9999,1.0,0.9999,0.9999,2739.14786
2022-08-06 14:00:00+00:00,0.9999,1.0,0.9998,0.9999,847.03977
2022-08-06 15:00:00+00:00,0.9999,1.0,0.9998,0.9999,7983.50199
2022-08-06 16:00:00+00:00,0.9999,1.0,0.9999,0.9999,11033.20891
2022-08-06 17:00:00+00:00,0.9999,1.0,0.9999,0.9999,5109.96138
2022-08-06 18:00:00+00:00,0.9999,1.0,0.9999,0.9999,2843.41564
2022-08-06 19:00:00+00:00,0.9999,1.0,0.9999,0.9999,1060.88414
2022-08-06 20:00:00+00:00,0.9999,1.0,0.9999,0.9999,2230.34836
2022-08-06 21:00:00+00:00,0.9999,1.0,0.9999,1.0,50.3
2022-08-06 22:00:00+00:00,1.0,1.0,0.9999,0.9999,47671.53237
2022-08-06 23:00:00+00:00,0.9999,1.0,0.9999,0.9999,5080.27308
2022-08-07 00:00:00+00:00,0.9999,1.0,0.9999,0.9999,3768.93036
2022-08-07 01:00:00+00:00,0.9999,0.9999,0.9999,0.9999,2016.39834
2022-08-07 02:00:00+00:00,0.9999,1.0,0.9999,0.9999,943.62564
2022-08-07 03:00:00+00:00,0.9999,1.0,0.9999,1.0,10517.35302
2022-08-07 04:00:00+00:00,1.0,1.0,0.9999,0.9999,2495.25046
2022-08-07 05:00:00+00:00,0.9999,0.9999,0.9999,0.9999,226.27737
2022-08-07 06:00:00+00:00,0.9999,1.0,0.9999,0.9999,236.49516
2022-08-07 07:00:00+00:00,0.9999,1.0,0.9999,1.0,27313.60857
2022-08-07 08:00:00+00:00,1.0,1.0,0.9999,1.0,2937.78602
2022-08-07 09:00:00+00:00,1.0,1.0,0.9999,1.0,18619.00278
2022-08-07 10:00:00+00:00,1.0,1.0,0.9999,0.9999,48528.65105
2022-08-07 11:00:00+00:00,0.9999,1.0,0.9998,1.0,63973.17013
2022-08-07 12:00:00+00:00,1.0,1.0,0.9999,1.0,42729.10418
2022-08-07 13:00:00+00:00,1.0,1.0,0.9999,0.9999,3516.69315
2022-08-07 14:00:00+00:00,0.9999,1.0,0.9999,1.0,13082.39286
