,open,high,low,close,volume,date,coin,SMA20,SMA200,varianza
0,42.93,43.0525,42.58,43.02,2445630.821625,2022-08-01 03:00:00+00:00,SOL/USD,,,0.010983263598326446
1,43.02,43.135,42.865,43.045,1975590.7247,2022-08-01 04:00:00+00:00,SOL/USD,,,0.0062725055174816125
2,43.045,43.1225,42.6375,42.7625,2828470.47995,2022-08-01 05:00:00+00:00,SOL/USD,,,0.011341712949429978
3,42.7625,42.7675,42.325,42.665,2599859.1274,2022-08-01 06:00:00+00:00,SOL/USD,,,0.010371498886675155
4,42.665,43.0125,42.2925,42.9525,4456061.9493,2022-08-01 07:00:00+00:00,SOL/USD,,,0.01676270298585661
5,42.9525,43.1225,42.68,42.7175,2236357.91575,2022-08-01 08:00:00+00:00,SOL/USD,,,0.010358752267805993
6,42.7175,43.1275,42.65,42.9625,2479793.3936,2022-08-01 09:00:00+00:00,SOL/USD,,,0.011114343904567918
7,42.9625,43.0425,41.825,41.875,6419983.445375,2022-08-01 10:00:00+00:00,SOL/USD,,,0.0290746268656715
8,41.875,42.3025,41.6425,42.2375,3500208.009725,2022-08-01 11:00:00+00:00,SOL/USD,,,0.0156259248298314
9,42.2375,42.4475,41.81,41.83,3457696.68515,2022-08-01 12:00:00+00:00,SOL/USD,,,0.015240258187903317
10,41.83,42.415,41.2925,42.2525,8736461.028475,2022-08-01 13:00:00+00:00,SOL/USD,,,0.02656647535648784
11,42.2475,42.985,42.2,42.805,10362522.36415,2022-08-01 14:00:00+00:00,SOL/USD,,,0.01833897909122758
12,42.805,42.86,42.2775,42.4725,5197240.98375,2022-08-01 15:00:00+00:00,SOL/USD,,,0.013714756607216341
13,42.4725,42.5525,41.78,41.91,7483955.461375,2022-08-01 16:00:00+00:00,SOL/USD,,,0.018432355046528296
14,41.91,42.055,40.9075,41.1825,7333874.0511,2022-08-01 17:00:00+00:00,SOL/USD,,,0.027863777089783305
15,41.1825,41.315,40.59,41.2,5412560.171625,2022-08-01 18:00:00+00:00,SOL/USD,,,0.017597087378640637
16,41.2,41.31,40.8375,41.105,4783146.147375,2022-08-01 19:00:00+00:00,SOL/USD,,,0.011494951952317327
17,41.105,41.505,41.0125,41.49,2692523.5783,2022-08-01 20:00:00+00:00,SOL/USD,,,0.011870330200048197
18,41.48,41.5625,41.0475,41.14,1816004.864075,2022-08-01 21:00:00+00:00,SOL/USD,,,0.01251823043266895
19,41.14,41.465,40.7975,41.3675,3417539.8893,2022-08-01 22:00:00+00:00,SOL/USD,42.149625,,0.016135855442074187
20,41.3675,41.89,41.34,41.645,4258949.935875,2022-08-01 23:00:00+00:00,SOL/USD,42.080875000000006,,0.013206867571136921
21,41.645,42.1025,41.0625,41.1075,5311248.45985,2022-08-02 00:00:00+00:00,SOL/USD,41.983999999999995,,0.025299519552393093
22,41.1075,41.4025,40.61,40.7025,3817441.37625,2022-08-02 01:00:00+00:00,SOL/USD,41.881,,0.019470548492107463
23,40.7025,40.8875,40.1175,40.26,6032313.09225,2022-08-02 02:00:00+00:00,SOL/USD,41.760749999999994,,0.01912568306010937
24,40.26,40.4875,39.98,40.245,6439409.5363,2022-08-02 03:00:00+00:00,SOL/USD,41.625375,,0.012610262144365768
25,40.245,40.405,39.9475,40.23,3334655.590875,2022-08-02 04:00:00+00:00,SOL/USD,41.501,,0.011372110365399035
26,40.23,40.55,40.18,40.33,1902774.113725,2022-08-02 05:00:00+00:00,SOL/USD,41.369375000000005,,0.009174311926605441
27,40.33,40.655,40.3175,40.5125,1897526.5186,2022-08-02 06:00:00+00:00,SOL/USD,41.301249999999996,,0.008330762110459699
28,40.5125,40.59,40.1425,40.535,3873463.143925,2022-08-02 07:00:00+00:00,SOL/USD,41.216125,,0.011039842111755401
29,40.535,40.5675,40.0275,40.1075,2295148.7562,2022-08-02 08:00:00+00:00,SOL/USD,41.13,,0.01346381599451472
30,40.11,40.2275,39.8225,40.0275,2835350.1947,2022-08-02 09:00:00+00:00,SOL/USD,41.01875,,0.010118043844856688
31,40.0275,40.535,39.9275,40.4875,2689637.518825,2022-08-02 10:00:00+00:00,SOL/USD,40.902875,,0.015004631058968685
32,40.4875,40.81,40.41,40.56,2600960.9172,2022-08-02 11:00:00+00:00,SOL/USD,40.807249999999996,,0.009861932938856155
33,40.56,40.645,39.93,40.1175,2982620.961,2022-08-02 12:00:00+00:00,SOL/USD,40.717625,,0.01782264597744135
34,40.1175,40.59,40.07,40.45,5678488.026425,2022-08-02 13:00:00+00:00,SOL/USD,40.681,,0.012855377008652734
35,40.45,41.5325,40.03,41.4725,10942393.198925,2022-08-02 14:00:00+00:00,SOL/USD,40.694625,,0.036228826330701014
36,41.4725,41.6625,40.82,41.5075,7080486.259975,2022-08-02 15:00:00+00:00,SOL/USD,40.714749999999995,,0.02029753658977296
37,41.5075,42.435,41.4,42.185,8232523.23055,2022-08-02 16:00:00+00:00,SOL/USD,40.7495,,0.02453478724665174
38,42.1875,42.32,41.6125,41.78,4614791.88,2022-08-02 17:00:00+00:00,SOL/USD,40.7815,,0.016933939684059433
39,41.78,42.01,41.1325,41.1675,4896117.5587,2022-08-02 18:00:00+00:00,SOL/USD,40.7715,,0.02131535798870463
40,41.1675,41.5,40.935,41.16,5697586.89795,2022-08-02 19:00:00+00:00,SOL/USD,40.747249999999994,,0.013726919339164183
41,41.16,41.505,41.0875,41.4325,3011135.402525,2022-08-02 20:00:00+00:00,SOL/USD,40.7635,,0.010076630664333652
42,41.4325,41.4425,41.0675,41.25,1383849.2486,2022-08-02 21:00:00+00:00,SOL/USD,40.790875,,0.00909090909090909
43,41.25,41.39,41.085,41.19,3698622.8705,2022-08-02 22:00:00+00:00,SOL/USD,40.837374999999994,,0.007404709881039081
44,41.19,41.3775,39.5,39.7975,10183998.83115,2022-08-02 23:00:00+00:00,SOL/USD,40.815,,0.04717633017149313
45,39.7975,40.0975,37.455,38.065,27324199.450375,2022-08-03 00:00:00+00:00,SOL/USD,40.70675,,0.06942072770261391
46,38.065,39.605,37.825,38.9625,15002359.115375,2022-08-03 01:00:00+00:00,SOL/USD,40.638375,,0.04568495348091098
47,38.9625,39.5675,38.41,38.66,8991366.06525,2022-08-03 02:00:00+00:00,SOL/USD,40.54575,,0.02994050698396291
48,38.66,39.3225,38.3,38.5525,8228929.941475,2022-08-03 03:00:00+00:00,SOL/USD,40.446625,,0.026522274820050602
49,38.5525,38.945,38.175,38.475,10172912.5163,2022-08-03 04:00:00+00:00,SOL/USD,40.364999999999995,,0.020012995451592023
50,38.475,39.1725,38.3825,38.7775,5327239.3592,2022-08-03 05:00:00+00:00,SOL/USD,40.3025,,0.02037263877248402
51,38.7775,39.41,38.3225,38.65,8062039.2317,2022-08-03 06:00:00+00:00,SOL/USD,40.210625,,0.028137128072444985
52,38.65,38.7775,38.2525,38.35,6029518.179225,2022-08-03 07:00:00+00:00,SOL/USD,40.100125000000006,,0.013689700130378244
53,38.35,39.2625,38.35,39.2025,5657841.628825,2022-08-03 08:00:00+00:00,SOL/USD,40.054375,,0.023276576748931865
54,39.2025,39.41,38.9925,39.3,4408395.856625,2022-08-03 09:00:00+00:00,SOL/USD,39.996875,,0.010623409669211117
55,39.3,39.525,39.1175,39.37,3265095.37895,2022-08-03 10:00:00+00:00,SOL/USD,39.891749999999995,,0.010350520701041374
56,39.3775,39.9675,39.2775,39.66,6634735.851325,2022-08-03 11:00:00+00:00,SOL/USD,39.799375,,0.017397881996974226
57,39.6625,40.725,39.5825,39.8275,12715812.073675,2022-08-03 12:00:00+00:00,SOL/USD,39.6815,,0.028686209277509214
58,39.8275,41.18,39.8125,40.52,13586205.2972,2022-08-03 13:00:00+00:00,SOL/USD,39.6185,,0.033748766041460994
59,40.5225,40.6775,39.8775,40.1825,6794696.788975,2022-08-03 14:00:00+00:00,SOL/USD,39.56925,,0.01990916443725513
60,40.1775,40.4025,39.8425,40.17,4731801.29155,2022-08-03 15:00:00+00:00,SOL/USD,39.51975,,0.01394075180482953
61,40.17,40.7425,39.8075,40.485,5812422.45885,2022-08-03 16:00:00+00:00,SOL/USD,39.472375,,0.02309497344695572
62,40.485,40.53,40.0625,40.1625,4979725.293925,2022-08-03 17:00:00+00:00,SOL/USD,39.418,,0.011640211640211668
63,40.1625,40.39,40.0625,40.275,3065142.80045,2022-08-03 18:00:00+00:00,SOL/USD,39.37225,,0.008131595282433285
64,40.275,40.4175,40.0825,40.11,2481710.759575,2022-08-03 19:00:00+00:00,SOL/USD,39.387875,,0.008352031912241181
65,40.1075,40.2925,39.4325,39.585,4448740.60015,2022-08-03 20:00:00+00:00,SOL/USD,39.463875,,0.02172540103574585
66,39.585,39.7125,39.27,39.525,1820367.235475,2022-08-03 21:00:00+00:00,SOL/USD,39.492000000000004,,0.011195445920303491
67,39.525,39.5825,38.5525,38.795,5631083.635025,2022-08-03 22:00:00+00:00,SOL/USD,39.49875,,0.026549813120247484
68,38.79,38.79,38.2125,38.54,5666934.000975,2022-08-03 23:00:00+00:00,SOL/USD,39.498125,,0.014984431759211225
69,38.54,39.105,38.425,39.005,5986734.83535,2022-08-04 00:00:00+00:00,SOL/USD,39.524625,,0.017433662350980636
70,39.005,39.5175,38.9925,39.1175,4636750.040525,2022-08-04 01:00:00+00:00,SOL/USD,39.541624999999996,,0.013421103086853674
71,39.1175,39.44,38.92,39.405,2938659.599375,2022-08-04 02:00:00+00:00,SOL/USD,39.579375,,0.01319629488643563
72,39.405,39.6825,39.205,39.375,3221813.80215,2022-08-04 03:00:00+00:00,SOL/USD,39.630624999999995,,0.012126984126984106
73,39.39,39.595,39.2475,39.485,3163976.180575,2022-08-04 04:00:00+00:00,SOL/USD,39.64475,,0.008800810434342068
74,39.485,39.7375,39.3975,39.4775,3069692.75445,2022-08-04 05:00:00+00:00,SOL/USD,39.653625,,0.008612500791590053
75,39.4775,39.5975,38.5725,39.0825,6748238.7289,2022-08-04 06:00:00+00:00,SOL/USD,39.639250000000004,,0.02622657199513845
